sid,block_type,unitx,trial_type,frequency_type,rt.med,rt.mean,n,correctn,acc
sub109,learning,L17,random,low,645.295099995565,654.095271431808,7,7,1
sub109,learning,L17,regular,high,433.454275007534,465.761675952741,39,39,1
sub109,learning,L18,random,high,472.67479999573,509.533065558773,22,22,1
sub109,learning,L18,random,low,574.548100004904,577.955800002591,8,8,1
sub109,learning,L18,regular,high,462.325275009789,464.793167740226,38,38,1
sub109,learning,L19,random,high,524.87029999611,529.775490002552,17,17,1
sub109,learning,L19,random,low,521.447599996463,552.546756944745,16,16,1
sub109,learning,L19,regular,high,405.317150012706,422.300165590319,39,39,1
sub109,learning,L20,random,high,512.104699999327,490.380822615061,19,19,1
sub109,learning,L20,random,low,556.70435000502,553.869109999505,10,10,1
sub109,learning,L20,regular,high,405.587574998208,422.265152917832,39,39,1
sub109,testing,T01,random,high,401.697199995397,391.789849999417,20,20,1
sub109,testing,T01,random,low,417.287000018405,414.297633335486,9,9,1
sub109,testing,T01,regular,high,339.883900000132,335.821537292941,38,38,1
sub109,testing,T02,random,high,373.784700001124,381.18275666687,19,19,1
sub109,testing,T02,random,low,389.231799999834,383.567861103479,14,14,1
sub109,testing,T02,regular,high,359.988374999375,359.085877606049,38,38,1
sub109,testing,T03,random,high,368.373700010125,370.481550000312,13,13,1
sub109,testing,T03,random,low,376.285299993469,377.645778334894,14,14,1
sub109,testing,T03,regular,high,349.960849998752,359.396573654302,39,39,1
sub109,testing,T04,random,high,343.301849999989,343.584337498214,21,21,1
sub109,testing,T04,random,low,375.799100002041,367.832933334284,6,6,1
sub109,testing,T04,regular,high,360.242499984452,356.038231025816,39,39,1
sub109,testing,T05,random,high,383.017550004297,377.897936664522,17,17,1
sub109,testing,T05,random,low,375.063399987994,377.875683327956,11,11,1
sub109,testing,T05,regular,high,360.522299990407,374.357511191366,38,38,1
sub110,learning,L01,random,high,524.436200001219,529.206226666671,15,15,1
sub110,learning,L01,random,low,632.931099997222,638.633199998367,12,12,1
sub110,learning,L01,regular,high,486.725249997107,499.042698437317,38,38,1
sub110,learning,L02,random,high,460.594649997802,469.996278572061,18,18,1
sub110,learning,L02,random,low,480.090499997459,470.676104164644,10,10,1
sub110,learning,L02,regular,high,448.513549996278,431.057960223196,39,39,1
sub110,learning,L03,random,high,453.813900003297,485.154490740738,22,22,1
sub110,learning,L03,random,low,469.052499996906,547.191590476446,9,9,1
sub110,learning,L03,regular,high,448.421599998255,433.648039888681,39,39,1
sub110,learning,L04,random,high,493.477299998631,515.273646874675,22,22,1
sub110,learning,L04,random,low,502.789875003145,505.235324999982,7,7,1
sub110,learning,L04,regular,high,489.755950002291,493.46167187476,39,39,1
sub110,learning,L05,random,high,468.698400003632,481.138480000421,18,18,1
sub110,learning,L05,random,low,468.433899997763,468.925949999175,4,4,1
sub110,learning,L05,regular,high,451.343024999005,445.13248020769,39,39,1
sub110,learning,L06,random,high,475.83140000279,489.702433335272,18,18,1
sub110,learning,L06,random,low,489.094399999885,503.10592142757,9,9,1
sub110,learning,L06,regular,high,449.081374999878,456.661132023891,38,38,1
sub110,learning,L07,random,high,475.885900006688,473.662059999818,19,19,1
sub110,learning,L07,random,low,471.268199999031,476.122037500318,10,10,1
sub110,learning,L07,regular,high,452.796425000997,443.972573230508,39,39,1
sub110,learning,L08,random,high,455.416299999342,455.384653125066,21,21,1
sub110,learning,L08,random,low,488.258800003678,492.645260000791,11,11,1
sub110,learning,L08,regular,high,437.521750000087,451.250183853896,37,37,1
sub110,learning,L09,random,high,469.111450001947,478.95365714205,18,18,1
sub110,learning,L09,random,low,457.948549999856,499.951599999622,7,7,1
sub110,learning,L09,regular,high,438.729899999089,446.479006770422,39,39,1
sub110,learning,L10,random,high,467.560774997764,492.330737499287,20,20,1
sub110,learning,L10,random,low,459.764900006121,502.442054545761,12,12,1
sub110,learning,L10,regular,high,463.82690000064,478.512935938094,38,38,1
sub110,learning,L11,random,high,489.235824998104,495.055302082847,23,23,1
sub110,learning,L11,random,low,485.364099997241,474.402399999235,6,6,1
sub110,learning,L11,regular,high,471.245150001778,480.262113443742,37,37,1
sub110,learning,L12,random,high,485.177850001492,509.570359167992,27,27,1
sub110,learning,L12,random,low,466.692725001849,462.819975001063,7,7,1
sub110,learning,L12,regular,high,445.875700002944,440.49860812598,38,38,1
sub110,learning,L13,random,high,517.761099999916,522.226013541285,24,24,1
sub110,learning,L13,random,low,537.514200004807,561.593685713888,7,7,1
sub110,learning,L13,regular,high,459.421425002802,462.627801785987,37,37,1
sub110,learning,L14,random,high,483.798599998409,481.538533331332,20,20,1
sub110,learning,L14,random,low,483.984200000123,501.126749998158,8,8,1
sub110,learning,L14,regular,high,476.176099997247,464.098579555519,38,38,1
sub110,learning,L15,random,high,463.523599995824,478.747790000812,19,19,1
sub110,learning,L15,random,low,463.259024998479,518.394800000048,8,8,1
sub110,learning,L15,regular,high,443.317299999762,457.512012777847,38,38,1
sub110,learning,L16,random,high,482.816649997403,485.375390624768,22,22,1
sub110,learning,L16,random,low,487.208799997461,491.644657142128,10,10,1
sub110,learning,L16,regular,high,452.623099998164,478.070415666459,39,39,1
sub110,learning,L17,random,high,539.846750001743,545.36096785757,18,18,1
sub110,learning,L17,random,low,466.361749997304,467.588416665725,6,6,1
sub110,learning,L17,regular,high,453.803000000335,449.121991111355,39,39,1
sub110,learning,L18,random,high,465.440500003751,478.115254762608,25,25,1
sub110,learning,L18,random,low,484.044249998988,493.585250000251,4,4,1
sub110,learning,L18,regular,high,461.246450002363,453.474373555865,39,39,1
sub110,learning,L19,random,high,466.625074999683,464.05519881011,18,18,1
sub110,learning,L19,random,low,500.163900003827,501.075727274424,11,11,1
sub110,learning,L19,regular,high,466.387349999422,460.234295729318,39,39,1
sub110,learning,L20,random,high,458.16780000132,463.085297498583,17,17,1
sub110,learning,L20,random,low,454.395799999475,486.852797915769,12,12,1
sub110,learning,L20,regular,high,450.003600002674,451.601942050454,38,38,1
sub110,testing,T01,random,high,399.141900001268,409.627172223312,20,20,1
sub110,testing,T01,random,low,399.590200002422,417.524646665455,7,7,1
sub110,testing,T01,regular,high,388.576000004832,409.398602222346,38,38,1
sub110,testing,T02,random,high,410.477299999911,403.022460000244,22,22,1
sub110,testing,T02,random,low,379.700950001279,397.023229999468,10,10,1
sub110,testing,T02,regular,high,364.850524996655,372.761059047349,37,37,1
sub110,testing,T03,random,high,395.725449998281,402.77537307674,16,16,1
sub110,testing,T03,random,low,396.421400000691,401.509088888512,9,9,1
sub110,testing,T03,regular,high,390.245499998855,405.035453333646,39,39,1
sub110,testing,T04,random,high,407.175500004087,409.423158824639,21,21,1
sub110,testing,T04,random,low,397.54135000112,398.405793750044,9,9,1
sub110,testing,T04,regular,high,364.27520000143,386.082789444683,39,39,1
sub110,testing,T05,random,high,390.710024999862,401.117480554502,19,19,1
sub110,testing,T05,random,low,403.23675000036,413.764133331521,6,6,1
sub110,testing,T05,regular,high,378.843000002235,382.573654688258,38,38,1
sub111,learning,L01,random,high,503.205874998457,510.857667857116,17,17,1
sub111,learning,L01,random,low,405.124249999062,469.113616666922,7,7,1
sub111,learning,L01,regular,high,274.236799996288,317.024271667591,29,29,1
sub111,learning,L02,random,high,462.499000001117,465.373999998682,16,16,1
sub111,learning,L02,random,low,444.559700001264,449.184550000064,10,10,1
sub111,learning,L02,regular,high,177.79475000134,260.607968181417,17,17,1
sub111,learning,L03,random,high,448.075750002317,456.699400000414,17,17,1
sub111,learning,L03,random,low,403.075299996999,410.922390476723,9,9,1
sub111,learning,L03,regular,high,179.523000002519,196.387986111909,26,26,1
sub111,learning,L04,random,high,462.566199998037,458.952212500056,14,14,1
sub111,learning,L04,random,low,491.993600000569,509.734949998852,11,11,1
sub111,learning,L04,regular,high,194.070000005013,261.260934444565,27,27,1
sub111,learning,L05,random,high,396.98359999602,403.733576923024,16,16,1
sub111,learning,L05,random,low,410.560899996199,426.213862499935,8,8,1
sub111,learning,L05,regular,high,256.314800000837,271.625701282737,25,25,1
sub111,learning,L06,random,high,425.866449997557,428.264216666321,16,16,1
sub111,learning,L06,random,low,400.331400000141,420.181474999845,11,11,1
sub111,learning,L06,regular,high,251.183300002595,242.878247435538,21,21,1
sub111,learning,L07,random,high,438.32129999646,465.98211666464,12,12,1
sub111,learning,L07,random,low,396.42879999883,443.531050000664,9,9,1
sub111,learning,L07,regular,high,227.314750000005,248.593434524948,21,21,1
sub111,learning,L08,random,high,401.06994999951,408.640949999002,16,16,1
sub111,learning,L08,random,low,426.742800002103,451.079528572466,8,8,1
sub111,learning,L08,regular,high,182.463725001071,198.390179167594,20,20,1
sub111,learning,L09,random,high,414.840899997216,492.33084999974,11,11,1
sub111,learning,L09,random,low,431.359399997746,427.234648147903,12,12,1
sub111,learning,L09,regular,high,265.602500003297,262.642304546082,20,20,1
sub111,learning,L10,random,high,429.851524995684,431.053509372987,19,19,1
sub111,learning,L10,random,low,443.448300000455,460.088811109826,11,11,1
sub111,learning,L10,regular,high,244.996449997416,245.898724242689,18,18,1
sub111,learning,L11,random,high,387.95250000112,391.022429167909,13,13,1
sub111,learning,L11,random,low,385.953500001051,407.949140001438,6,6,1
sub111,learning,L11,regular,high,276.825049997569,279.492962121312,21,21,1
sub111,learning,L12,random,high,412.649950001651,414.430003572436,16,16,1
sub111,learning,L12,random,low,368.712999996205,401.272399998561,5,5,1
sub111,learning,L12,regular,high,303.197700002784,276.412008333197,17,17,1
sub111,learning,L13,random,high,411.996100003307,451.010661538581,20,20,1
sub111,learning,L13,random,low,457.322700000077,450.50477499899,4,4,1
sub111,learning,L13,regular,high,290.256825001052,261.668512501274,17,17,1
sub111,learning,L14,random,high,429.193000003579,426.174165385209,16,16,1
sub111,learning,L14,random,low,388.663300000189,398.325749998912,11,11,1
sub111,learning,L14,regular,high,280.639100004919,284.100678787526,14,14,1
sub111,learning,L15,random,high,430.639849997533,457.921540909989,15,15,1
sub111,learning,L15,random,low,448.135900005582,433.69397142981,7,7,1
sub111,learning,L15,regular,high,286.47820000333,282.622986363342,14,14,1
sub111,learning,L16,random,high,426.482199996826,418.849652221252,20,20,1
sub111,learning,L16,random,low,397.539949997736,407.824867854028,11,11,1
sub111,learning,L16,regular,high,235.35560000164,204.421650000936,15,15,1
sub111,learning,L17,random,high,421.659899999213,414.672508332135,19,19,1
sub111,learning,L17,random,low,450.74279999244,458.795861109037,10,10,1
sub111,learning,L17,regular,high,270.758474998729,249.113412500568,17,17,1
sub111,learning,L18,random,high,428.425399994012,418.618673683867,21,21,1
sub111,learning,L18,random,low,477.834949997487,487.820433329034,6,6,1
sub111,learning,L18,regular,high,173.596674998407,220.255814167952,20,20,1
sub111,learning,L19,random,high,429.920850001508,432.368357143007,18,18,1
sub111,learning,L19,random,low,398.916425001516,414.505387499048,10,10,1
sub111,learning,L19,regular,high,170.967425001436,204.628677777186,17,17,1
sub111,learning,L20,random,high,381.058999999368,413.658546427282,16,16,1
sub111,learning,L20,random,low,412.356749991886,409.486087495679,9,9,1
sub111,learning,L20,regular,high,245.885399999679,259.910912124641,17,17,1
sub111,testing,T01,random,high,356.07059999893,353.675399998125,17,17,1
sub111,testing,T01,random,low,352.564800006803,343.299070002831,12,12,1
sub111,testing,T01,regular,high,227.102725002624,222.607779166689,28,28,1
sub111,testing,T02,random,high,333.928899999592,347.920288462214,15,15,1
sub111,testing,T02,random,low,329.010950008524,351.190515003691,11,11,1
sub111,testing,T02,regular,high,211.174375002884,197.25534000172,12,12,1
sub111,testing,T03,random,high,334.225524999056,339.412767852212,17,17,1
sub111,testing,T03,random,low,325.087600009283,319.23008333413,11,11,1
sub111,testing,T03,regular,high,224.52240000348,208.027729999594,13,13,1
sub111,testing,T04,random,high,346.5858999989,355.3183800017,18,18,1
sub111,testing,T04,random,low,339.624800006277,352.7390750005,10,10,1
sub111,testing,T04,regular,high,274.938349997683,268.647575001523,12,12,1
sub111,testing,T05,random,high,343.805500000599,348.690825000328,16,16,1
sub111,testing,T05,random,low,334.970600000815,317.042875001789,9,9,1
sub111,testing,T05,regular,high,279.30500000366,256.817517947825,21,21,1
sub112,learning,L01,random,high,503.977400000167,517.385312499911,18,18,1
sub112,learning,L01,random,low,460.779600000024,456.16790000005,7,7,1
sub112,learning,L01,regular,high,470.552400000088,467.962809687494,39,39,1
sub112,learning,L02,random,high,512.445925000066,534.230014285743,19,19,1
sub112,learning,L02,random,low,524.652399999923,566.278685714256,9,9,1
sub112,learning,L02,regular,high,457.101250000051,489.74991111115,39,39,1
sub112,learning,L03,random,high,484.70569999995,492.359560784284,28,28,1
sub112,learning,L03,random,low,515.912650000018,520.850649999943,8,8,1
sub112,learning,L03,regular,high,466.262224999923,469.15319011901,37,37,1
sub112,learning,L04,random,high,448.536300000114,450.910760714318,16,16,1
sub112,learning,L04,random,low,455.897299999833,465.584628571508,9,9,1
sub112,learning,L04,regular,high,453.816799999913,450.566094444434,39,39,1
sub112,learning,L05,random,high,489.594800000305,501.734104385944,27,27,1
sub112,learning,L05,random,low,422.197700000197,425.983879999967,5,5,1
sub112,learning,L05,regular,high,446.622099999786,459.563667333276,39,39,1
sub112,learning,L06,random,high,488.35710000003,499.877393333342,20,20,1
sub112,learning,L06,random,low,455.123299999968,456.718091666706,7,7,1
sub112,learning,L06,regular,high,495.945199999824,485.298408333327,39,39,1
sub112,learning,L07,random,high,519.380000000183,521.861649999997,15,15,1
sub112,learning,L07,random,low,443.799200000058,451.138162500001,8,8,1
sub112,learning,L07,regular,high,477.926750000052,492.481709999998,39,39,1
sub112,learning,L08,random,high,510.232499999802,530.575736842078,23,23,1
sub112,learning,L08,random,low,491.648050000094,519.91841250009,10,10,1
sub112,learning,L08,regular,high,480.811400000107,491.53714635419,39,39,1
sub112,learning,L09,random,high,498.94679999943,487.542048412511,26,26,1
sub112,learning,L09,random,low,445.267699999931,444.644325000051,7,7,1
sub112,learning,L09,regular,high,472.619825000265,474.774111979234,38,38,1
sub112,learning,L10,random,high,483.285700000124,492.269405555635,20,20,1
sub112,learning,L10,random,low,464.90477500015,464.01969444451,10,10,1
sub112,learning,L10,regular,high,470.230799999627,478.523345000111,37,37,1
sub112,learning,L11,random,high,475.805600000058,504.056711111166,18,18,1
sub112,learning,L11,random,low,484.885199999553,522.876042857076,8,8,1
sub112,learning,L11,regular,high,463.475500000186,471.50491833332,39,39,1
sub112,learning,L12,random,high,517.47370000021,505.688982352935,20,20,1
sub112,learning,L12,random,low,481.266450000021,485.533649999929,8,8,1
sub112,learning,L12,regular,high,474.799399999938,472.040915555585,39,39,1
sub112,learning,L13,random,high,501.458299999968,504.027703645898,27,27,1
sub112,learning,L13,random,low,465.664500000457,474.486666666356,3,3,1
sub112,learning,L13,regular,high,477.86340000016,478.590184047685,39,39,1
sub112,learning,L14,random,high,505.158399999345,515.008278888661,26,26,1
sub112,learning,L14,random,low,453.235900000436,474.994049999926,4,4,1
sub112,learning,L14,regular,high,457.157900000311,477.323974404833,38,38,1
sub112,learning,L15,random,high,496.764200000143,492.249862500046,23,23,1
sub112,learning,L15,random,low,472.985199999812,459.238574999858,5,5,1
sub112,learning,L15,regular,high,454.978224999877,457.967538690447,39,39,1
sub112,learning,L16,random,high,501.821549999931,505.222912499988,17,17,1
sub112,learning,L16,random,low,460.217300000295,455.014221428558,9,9,1
sub112,learning,L16,regular,high,476.395800000319,484.053529777709,39,39,1
sub112,learning,L17,random,high,518.508750000365,506.332653333387,19,19,1
sub112,learning,L17,random,low,532.05590000016,533.508930000016,11,11,1
sub112,learning,L17,regular,high,447.893375000149,462.343681250057,39,39,1
sub112,learning,L18,random,high,494.381299999986,502.88911153841,16,16,1
sub112,learning,L18,random,low,495.757199999844,557.771845454681,12,12,1
sub112,learning,L18,regular,high,446.844399999463,455.713692333162,38,38,1
sub112,learning,L19,random,high,501.949699999841,513.271757143013,20,20,1
sub112,learning,L19,random,low,510.055200000352,520.638294444578,10,10,1
sub112,learning,L19,regular,high,482.307399999627,481.930604000008,39,39,1
sub112,learning,L20,random,high,499.710399999458,504.433594117526,19,19,1
sub112,learning,L20,random,low,529.433300000164,549.072833333311,9,9,1
sub112,learning,L20,regular,high,479.750375000322,487.429520833355,38,38,1
sub112,testing,T01,random,high,386.41994999989,393.798228703594,22,22,1
sub112,testing,T01,random,low,363.502700000026,360.904571428754,7,7,1
sub112,testing,T01,regular,high,364.253900000222,364.767804166651,39,39,1
sub112,testing,T02,random,high,387.516550000328,393.633138888921,20,20,1
sub112,testing,T02,random,low,351.195500000358,367.518766666712,13,13,1
sub112,testing,T02,regular,high,360.836049999762,366.226420833286,39,39,1
sub112,testing,T03,random,high,386.514299999817,384.689622222191,21,21,1
sub112,testing,T03,random,low,367.49325000028,377.070883333242,6,6,1
sub112,testing,T03,regular,high,379.361274999837,375.843099583233,37,37,1
sub112,testing,T04,random,high,383.421499999713,389.708018627543,24,24,1
sub112,testing,T04,random,low,353.945150000072,353.945150000072,2,2,1
sub112,testing,T04,regular,high,368.115775000206,368.323792604113,39,39,1
sub112,testing,T05,random,high,388.95064999997,395.639815625032,19,19,1
sub112,testing,T05,random,low,373.08830000029,393.95798999999,12,12,1
sub112,testing,T05,regular,high,353.484675000118,356.038263541687,39,39,1
sub113,learning,L01,random,high,560.40639999992,621.649937778582,20,20,1
sub113,learning,L01,random,low,596.960749997379,668.080249998639,9,9,1
sub113,learning,L01,regular,high,607.223974997396,586.689586978196,38,38,1
sub113,learning,L02,random,high,566.149899997981,587.954668182647,14,14,1
sub113,learning,L02,random,low,580.645600002754,563.768933332453,12,12,1
sub113,learning,L02,regular,high,510.014300001785,496.913845663065,38,38,1
sub113,learning,L03,random,high,603.256700000202,623.625840000022,19,19,1
sub113,learning,L03,random,low,627.043799999228,611.676559999978,12,12,1
sub113,learning,L03,regular,high,538.469475000966,544.634901145272,38,38,1
sub113,learning,L04,random,high,553.043899999466,569.144192856454,18,18,1
sub113,learning,L04,random,low,536.538250002195,541.702950000854,13,13,1
sub113,learning,L04,regular,high,501.613699998416,500.744892777665,37,37,1
sub113,learning,L05,random,high,529.563650001364,555.735139744241,19,19,1
sub113,learning,L05,random,low,560.659999995551,602.108433332534,11,11,1
sub113,learning,L05,regular,high,486.893724997572,493.595547023428,38,38,1
sub113,learning,L06,random,high,530.650799999421,532.486099999798,17,17,1
sub113,learning,L06,random,low,554.40064999857,570.394556250449,11,11,1
sub113,learning,L06,regular,high,502.850675004083,479.139233334513,39,39,1
sub113,learning,L07,random,high,555.111874999057,552.713507141691,19,19,1
sub113,learning,L07,random,low,542.132000002312,623.717544444339,11,11,1
sub113,learning,L07,regular,high,467.106449999847,459.758073777816,38,38,1
sub113,learning,L08,random,high,511.603300001298,539.854045369524,16,16,1
sub113,learning,L08,random,low,592.030699997849,585.07279999958,12,12,1
sub113,learning,L08,regular,high,484.87904999638,468.048019688195,38,38,1
sub113,learning,L09,random,high,548.170749996643,556.908009999218,21,21,1
sub113,learning,L09,random,low,541.707299998961,538.651350000388,7,7,1
sub113,learning,L09,regular,high,485.983274998944,465.757714062306,38,38,1
sub113,learning,L10,random,high,538.897900005395,529.483733333958,15,15,1
sub113,learning,L10,random,low,573.60420000623,590.702752382294,11,11,1
sub113,learning,L10,regular,high,478.337775002728,503.740523751541,36,36,1
sub113,learning,L11,random,high,516.668500000378,536.245255126769,20,20,1
sub113,learning,L11,random,low,566.215050002938,584.719950002182,4,4,1
sub113,learning,L11,regular,high,517.312500000116,500.587290640089,38,38,1
sub113,learning,L12,random,high,509.420099995623,512.345773334043,19,19,1
sub113,learning,L12,random,low,494.082299999718,485.560738890248,10,10,1
sub113,learning,L12,regular,high,483.46070000116,473.009789444243,35,35,1
sub113,learning,L13,random,high,521.049800001492,520.903395555878,20,20,1
sub113,learning,L13,random,low,534.443750002538,525.02180833441,13,13,1
sub113,learning,L13,regular,high,493.946274998962,495.671055728811,38,38,1
sub113,learning,L14,random,high,534.100875001968,537.649082142837,20,20,1
sub113,learning,L14,random,low,486.482799999067,470.118504760432,10,10,1
sub113,learning,L14,regular,high,445.231800000329,435.279681666119,37,37,1
sub113,learning,L15,random,high,548.189825001828,575.909571428426,22,22,1
sub113,learning,L15,random,low,568.4047499999,581.11210000061,7,7,1
sub113,learning,L15,regular,high,525.415699994483,529.106943974292,36,36,1
sub113,learning,L16,random,high,586.219250002614,579.378444444754,16,16,1
sub113,learning,L16,random,low,576.199850002013,582.8840349984,15,15,1
sub113,learning,L16,regular,high,500.866900001711,503.68377154838,39,39,1
sub113,learning,L17,random,high,541.252199996961,547.099648332975,16,16,1
sub113,learning,L17,random,low,548.361000001023,549.600068750351,9,9,1
sub113,learning,L17,regular,high,528.070000002117,553.198079166422,39,39,1
sub113,learning,L18,random,high,529.211600001872,544.993349998953,18,18,1
sub113,learning,L18,random,low,520.105300005525,561.190942858437,7,7,1
sub113,learning,L18,regular,high,478.411574997153,483.007982083018,37,37,1
sub113,learning,L19,random,high,524.421550002444,553.42413947399,23,23,1
sub113,learning,L19,random,low,614.525900000444,608.933550000074,6,6,1
sub113,learning,L19,regular,high,506.04784999814,491.087023888314,35,35,1
sub113,learning,L20,random,high,561.608200001501,584.853060000508,23,23,1
sub113,learning,L20,random,low,565.969399998721,563.396450001164,8,8,1
sub113,learning,L20,regular,high,511.65200000105,508.261497666616,37,37,1
sub113,testing,T01,random,high,362.38992500148,371.60353166643,18,18,1
sub113,testing,T01,random,low,380.918375005422,385.801418751726,9,9,1
sub113,testing,T01,regular,high,367.881750004017,374.195791779008,38,38,1
sub113,testing,T02,random,high,394.956900010584,400.681403845225,18,18,1
sub113,testing,T02,random,low,391.898599991691,386.606083329955,12,12,1
sub113,testing,T02,regular,high,361.329174997081,365.925041144995,35,35,1
sub113,testing,T03,random,high,379.490199997235,393.120824999642,19,19,1
sub113,testing,T03,random,low,357.426650007255,361.402050000834,8,8,1
sub113,testing,T03,regular,high,346.125975000177,367.776007738073,34,34,1
sub113,testing,T04,random,high,397.878499992657,391.273826668718,18,18,1
sub113,testing,T04,random,low,376.952500009793,385.125516667257,11,11,1
sub113,testing,T04,regular,high,360.115099989343,369.962873888774,36,36,1
sub113,testing,T05,random,high,383.507999998983,388.583869610396,22,22,1
sub113,testing,T05,random,low,375.27790000604,377.883137501158,10,10,1
sub113,testing,T05,regular,high,357.728450006107,366.953215000427,36,36,1
sub114,learning,L01,random,high,547.128399994108,569.889653847965,15,15,1
sub114,learning,L01,random,low,546.078699975624,568.066566653821,6,6,1
sub114,learning,L01,regular,high,356.641600024886,368.574116557041,34,34,1
sub114,learning,L02,random,high,541.958599991631,551.717800000915,18,18,1
sub114,learning,L02,random,low,579.640600000857,616.030631247365,11,11,1
sub114,learning,L02,regular,high,198.618200025521,255.782066664283,26,26,1
sub114,learning,L03,random,high,551.878899976146,583.330942223418,19,19,1
sub114,learning,L03,random,low,546.603900002083,561.847050003486,11,11,1
sub114,learning,L03,regular,high,200.875599985011,251.47413769319,30,30,1
sub114,learning,L04,random,high,538.606349990005,537.83807666623,19,19,1
sub114,learning,L04,random,low,546.188850014005,556.990750007875,6,6,1
sub114,learning,L04,regular,high,184.838899993338,187.539105560863,33,33,1
sub114,learning,L05,random,high,560.839300014777,545.926088461643,17,17,1
sub114,learning,L05,random,low,562.078750001092,542.780344995845,15,15,1
sub114,learning,L05,regular,high,246.670599997742,316.53902210942,36,36,1
sub114,learning,L06,random,high,535.172100004274,535.599772619857,22,22,1
sub114,learning,L06,random,low,521.271349985909,524.629799991089,7,7,1
sub114,learning,L06,regular,high,224.41439999966,278.33070400213,36,36,1
sub114,learning,L07,random,high,531.827499995416,524.949928128081,21,21,1
sub114,learning,L07,random,low,543.604950013105,526.144180004485,11,11,1
sub114,learning,L07,regular,high,187.737750005908,211.471619997691,27,27,1
sub114,learning,L08,random,high,555.294449994108,552.294958823682,24,24,1
sub114,learning,L08,random,low,550.049099998432,534.473600006701,4,4,1
sub114,learning,L08,regular,high,184.688824985642,193.6460711898,30,30,1
sub114,learning,L09,random,high,575.198549995548,553.914934259848,21,21,1
sub114,learning,L09,random,low,548.509025000385,563.490725003552,10,10,1
sub114,learning,L09,regular,high,225.807399983751,255.038485256172,34,34,1
sub114,learning,L10,random,high,540.171700005885,569.211285421261,21,21,1
sub114,learning,L10,random,low,560.76545000542,552.292399996077,4,4,1
sub114,learning,L10,regular,high,205.566050004563,246.356871559854,34,34,1
sub114,learning,L11,random,high,564.826499990886,585.191691105784,25,25,1
sub114,learning,L11,random,low,553.550349999568,560.202137505257,5,5,1
sub114,learning,L11,regular,high,194.214599992847,197.005705128481,25,25,1
sub114,learning,L12,random,high,549.469599995064,564.590841660296,21,21,1
sub114,learning,L12,random,low,539.283699996304,548.206438892521,10,10,1
sub114,learning,L12,regular,high,191.722999996273,203.274006666228,29,29,1
sub114,learning,L13,random,high,543.639200011967,560.638070001733,18,18,1
sub114,learning,L13,random,low,590.835149996565,591.323538333624,13,13,1
sub114,learning,L13,regular,high,192.559100018116,200.678217229466,27,27,1
sub114,learning,L14,random,high,498.427549988264,516.767018745668,18,18,1
sub114,learning,L14,random,low,570.719575000112,576.446593750006,10,10,1
sub114,learning,L14,regular,high,191.993699991144,215.241383332819,21,21,1
sub114,learning,L15,random,high,541.305000006105,544.74508666705,22,22,1
sub114,learning,L15,random,low,519.581499975175,505.770379997557,5,5,1
sub114,learning,L15,regular,high,166.526525004883,174.316545831769,26,26,1
sub114,learning,L16,random,high,537.914600005024,558.349240631287,17,17,1
sub114,learning,L16,random,low,539.453775003494,552.696169995761,12,12,1
sub114,learning,L16,regular,high,227.055500014103,235.479747781129,27,27,1
sub114,learning,L17,random,high,592.391650017817,608.145010715816,15,15,1
sub114,learning,L17,random,low,583.555450000858,608.733950006354,12,12,1
sub114,learning,L17,regular,high,187.344100006158,251.661824358356,19,19,1
sub114,learning,L18,random,high,556.78285000613,558.450912498908,16,16,1
sub114,learning,L18,random,low,625.445499987109,620.869022224926,10,10,1
sub114,learning,L18,regular,high,153.955324996787,204.600455555919,19,19,1
sub114,learning,L19,random,high,559.889700001804,574.052728569119,19,19,1
sub114,learning,L19,random,low,555.573649995495,571.962141663486,13,13,1
sub114,learning,L19,regular,high,181.500675003917,222.020979165488,22,22,1
sub114,learning,L20,random,high,545.43774999911,575.826497917357,25,25,1
sub114,learning,L20,random,low,580.470799992327,603.591439995216,5,5,1
sub114,learning,L20,regular,high,216.849774995353,226.376688192128,22,22,1
sub114,testing,T01,random,high,392.755350010702,399.229614285841,18,18,1
sub114,testing,T01,random,low,431.157800019719,434.578011905874,11,11,1
sub114,testing,T01,regular,high,212.435149995144,221.70626607199,26,26,1
sub114,testing,T02,random,high,390.608000001521,388.734963887449,22,22,1
sub114,testing,T02,random,low,401.941550007905,392.840575004811,4,4,1
sub114,testing,T02,regular,high,213.662424997892,204.949189581688,25,25,1
sub114,testing,T03,random,high,391.798750002636,400.204620829754,21,21,1
sub114,testing,T03,random,low,395.379599998705,391.683292855825,8,8,1
sub114,testing,T03,regular,high,165.195800007496,195.400102916715,24,24,1
sub114,testing,T04,random,high,385.43190000928,396.67716111257,20,20,1
sub114,testing,T04,random,low,369.747399992775,387.370771429102,8,8,1
sub114,testing,T04,regular,high,157.873774995096,170.731701390549,21,21,1
sub114,testing,T05,random,high,385.999199992511,382.760157936164,26,26,1
sub114,testing,T05,random,low,424.256900005275,418.460383339455,7,7,1
sub114,testing,T05,regular,high,140.230700024404,164.473288463808,17,17,1
sub115,learning,L01,random,high,479.617799981497,499.186019607769,21,21,1
sub115,learning,L01,random,low,516.844900004799,511.522000000696,5,5,1
sub115,learning,L01,regular,high,465.976249979576,480.166451872719,37,37,1
sub115,learning,L02,random,high,426.251899974886,443.068023077033,16,16,1
sub115,learning,L02,random,low,454.824200016446,457.659205560857,11,11,1
