sid,block_type,unitx,trial_type,frequency_type,rt.med,rt.mean,n,correctn,acc
sub136,testing,T,random,high,388.317599892616,402.719378441602,90,90,1
sub136,testing,T,random,low,385.178450029343,389.179841287033,50,50,1
sub136,testing,T,regular,high,368.919150001602,376.880946415089,181,181,1
sub137,learning,1,random,high,544.344599999022,573.880959676093,98,98,1
sub137,learning,1,random,low,556.511500006309,575.320219693116,30,30,1
sub137,learning,1,regular,high,537.197850004304,562.420543594063,185,185,1
sub137,learning,2,random,high,551.430999985314,559.799046385967,126,126,1
sub137,learning,2,random,low,569.024299999001,571.782974357633,33,33,1
sub137,learning,2,regular,high,539.971650010557,549.647039034068,184,184,1
sub137,learning,3,random,high,583.729399979347,588.4538769115,113,113,1
sub137,learning,3,random,low,588.062800001353,605.751024239086,32,32,1
sub137,learning,3,regular,high,563.356374994328,575.086009019986,184,184,1
sub137,learning,4,random,high,548.660400003428,561.403163520869,108,108,1
sub137,learning,4,random,low,629.001749999588,620.204461902869,26,26,1
sub137,learning,4,regular,high,545.73825000989,559.394002000132,187,187,1
sub137,testing,T,random,high,471.608650004782,465.213542396183,106,106,1
sub137,testing,T,random,low,483.06520000915,507.885339546589,31,31,1
sub137,testing,T,regular,high,447.894175005786,460.556325971373,177,177,1
sub138,learning,1,random,high,566.314099996816,582.127321800006,83,83,1
sub138,learning,1,random,low,546.74530000193,574.716163833187,45,45,1
sub138,learning,1,regular,high,544.216474991117,548.465125024276,176,176,1
sub138,learning,2,random,high,556.32269999478,579.390678334283,79,79,1
sub138,learning,2,random,low,545.625799990376,553.227089918662,44,44,1
sub138,learning,2,regular,high,522.43872499821,549.537787551017,170,170,1
sub138,learning,3,random,high,551.992100008647,579.716484550702,84,84,1
sub138,learning,3,random,low,547.986500008847,562.131838094779,56,56,1
sub138,learning,3,regular,high,532.74655000132,550.934260279036,163,163,1
sub138,learning,4,random,high,570.088799999212,590.288015116432,87,87,1
sub138,learning,4,random,low,558.822999999393,567.108707917578,45,45,1
sub138,learning,4,regular,high,524.752299992542,539.84640377337,168,168,1
sub138,testing,T,random,high,372.147349989973,381.052067373355,87,87,1
sub138,testing,T,random,low,360.337250007433,363.907029031237,38,38,1
sub138,testing,T,regular,high,356.867499991495,362.003201217969,171,171,1
sub139,learning,1,random,high,404.021700029261,420.786305828444,109,109,1
sub139,learning,1,random,low,409.696800052188,434.978217150738,41,41,1
sub139,learning,1,regular,high,409.565274952911,409.503447880982,189,189,1
sub139,learning,2,random,high,407.82785002375,412.258547339079,97,97,1
sub139,learning,2,random,low,402.771399938501,394.000678177043,51,51,1
sub139,learning,2,regular,high,398.717525007669,387.039400203481,193,193,1
sub139,learning,3,random,high,401.973350031767,397.414962158547,85,85,1
sub139,learning,3,random,low,390.18930005841,385.956190624417,53,53,1
sub139,learning,3,regular,high,381.557075015735,366.636152239481,186,186,1
sub139,learning,4,random,high,399.354499997571,396.652371085928,97,97,1
sub139,learning,4,random,low,398.930775030749,376.202112961673,42,42,1
sub139,learning,4,regular,high,374.609174963553,359.467234783164,182,182,1
sub139,testing,T,random,high,342.444299953058,352.937611352213,89,89,1
sub139,testing,T,random,low,359.571999986656,361.202418253044,51,51,1
sub139,testing,T,regular,high,344.015175040113,345.388525366258,188,188,1
